FECHA PRECIP  EVAP   TMAX   TMIN
21/01/2008  0      3.8    18.5  -6.5 
22/01/2008  0      1.5    18.5  -4.5 
23/01/2008  4      0.5    9.5    2 
24/01/2008  8.2    1.8    9      6.5 
25/01/2008  0      1.8    17.5   5 
26/01/2008  0      2.1    14.5   5 
27/01/2008  7.2    1.8    22     6 
28/01/2008  2.7    2.1    16     7.5 
29/01/2008  0      2.2    18.5   6 
30/01/2008  0      2.6    18    -3 
31/01/2008  0      2.9    21.5  -4 
01/02/2008  0      2.8    18    -3.5 
02/02/2008  0      2.4    17    -1.5 
03/02/2008  0      3.2    19     2.5 
04/02/2008  2      1.8    17     1 
05/02/2008  2.4   Nulo    12.5  -2 
06/02/2008  0      3.3    20    -7 
07/02/2008  0      3.6    19    -6.5 
08/02/2008  0      3.4    24    -5 
09/02/2008  0      3.3    22.5  -4 
10/02/2008  0      3.1    24.5  -3 
11/02/2008  0      3.3    24    -1.5 
12/02/2008  0      3.2    23.5  -2 
13/02/2008  0      3.5    23.5  -3 
14/02/2008  0      2.3    19    -2 
15/02/2008  0      2.2    16.5  -0.5 
16/02/2008  0     Nulo    17.5  -1 
17/02/2008  0      2.9    21    -5 
18/02/2008  0      3.2    23.5  -4 
19/02/2008  0      3.1    22.5  -3.5 
20/02/2008  0      3.3    20.5  -2 
21/02/2008  0      3.2    18    -1.5 
22/02/2008  0      3.3    21.5  -2.5 
23/02/2008  0      3.1    23    -2 
24/02/2008  0      4.2    30    -1 
25/02/2008  0      5      27    -1 
26/02/2008  0      3.7    27    -0.5 
27/02/2008  0      4.9    28.5  -2.5 
28/02/2008  0      3.3    24    -2 
29/02/2008  0      3.7    27    -0.5 
01/03/2008  0      4.4    26     0.5 
02/03/2008  0      4.5    22    -1.5 
03/03/2008  0      3.3    22    -1.5 
04/03/2008  0      3.1    22.5  -3.5 
05/03/2008  0      3.2    20    -3.5 
06/03/2008  0      3.7    17    -2.5 
07/03/2008  0     Nulo    21.5  -6 
08/03/2008  0      6.5    24    -7.5 
09/03/2008  0      3.2    20.5  -6 
10/03/2008  0      3.4    24.5  -3 
11/03/2008  0      3.1    27    -3 
12/03/2008  0      3.7    25.5  -3 
13/03/2008  0      3.3    25    -1.5 
14/03/2008  0      3.7    27    -1 
15/03/2008  0      3.8    25    -1 
16/03/2008  0      3      20     0.5 
17/03/2008  0      2.3    13.5   0 
18/03/2008  0      2.8    16.5  -4.5 
19/03/2008  0      4.7    27    -5.5 
20/03/2008  0      5.5    28    -4.5 
21/03/2008  0      4.1    27    -1.5 
22/03/2008  0      4.7    27    -1.5 
23/03/2008  0      5.2    29.5  -1 
24/03/2008  0      5.9    29    -0.5 
25/03/2008  0      4.7    27     1 
26/03/2008  0      4.4    27     1 
27/03/2008  0      5.5    26.5   1 
28/03/2008  0      5.2    27.5   2 
29/03/2008  0      4.2    26    -0.5 
30/03/2008  0      4.1    26    -0.5 
31/03/2008  0      4.1    25.5  -0.5 
01/04/2008  0      6.9    28.5   1 
02/04/2008  0      7.4    28.5   2 
03/04/2008  0      7.1    25.5   2 
04/04/2008  0      6.2    28    -1.5 
05/04/2008  0      5.8    25.5  -2 
06/04/2008  0      5.9    26    -1.5 
07/04/2008  0      6.1    27.5  -0.5 
08/04/2008  0      6.5    26.5   0.5 
09/04/2008  0      6      22.5   2 
10/04/2008  0      7.7    25.5  -0.5 
11/04/2008  0      6.2    28    -1 
12/04/2008  0      8.8    32    -1 
13/04/2008  0      8.7    33    -0.5 
14/04/2008  0      8.4    31.5   2.5 
15/04/2008  0      7.5    29.5   4 
16/04/2008  0      7.4    28     2 
17/04/2008  0      7.9    27.5   0.5 
18/04/2008  0      8.2    31    -1.5 
19/04/2008  0      6.4    27.5  -1 
20/04/2008  0      6.8    28     0.5 
21/04/2008  0      8.9    30    -0.5 
22/04/2008  0      8.8    31.5   0 
23/04/2008  0      7.1    29.5   1 
24/04/2008  0      8.1    30.5   1.5 
25/04/2008  0      8.6    31.5   2 
26/04/2008  0      8.1    31     3 
27/04/2008  0      9.1    32     3 
28/04/2008  0      8.3    32     3.5 
29/04/2008  0      7.8    31.5   3.5 
30/04/2008  0      7.6    26.5   3.5 
01/05/2008  0      8.4    26.5   5.5 
02/05/2008  0      9.2    28.5   4 
03/05/2008  0      8.6    31.5   3.5 
04/05/2008  0      8.6    28.5   4 
05/05/2008  0      8.4    28     4.5 
06/05/2008  0      7.9    25.5   6 
07/05/2008  0      6.9    29.5  -0.5 
08/05/2008  0      7.5    30.5  -0.5 
09/05/2008  0     Nulo    31     2.5 
10/05/2008  0      8.6    31.5   5 
11/05/2008  0      9.3    31     5.5 
12/05/2008  0      8.2    30.5   9 
13/05/2008  0      7.9    28     5.5 
14/05/2008  0      7.2    27     3.5 
15/05/2008  0      7.8    26     2 
16/05/2008  0      7.2    25.5   4 
17/05/2008  0      8.1    30     4.5 
18/05/2008  0      9.3    32.5   5 
19/05/2008  0      8.4    31.5   6.5 
20/05/2008  0      9.3    31.5   8 
21/05/2008  0      8.6    29.5   8.5 
22/05/2008  0      8.1    24     10.5 
23/05/2008  0      6.8    24     12 
24/05/2008  0      8.1    28     11 
25/05/2008  0      10     31.5   4.5 
26/05/2008  0      8.2    29.5   4.5 
27/05/2008  0      8.1    32     4 
28/05/2008  0      9.9    32.5   4.5 
29/05/2008  0      10.3   33     5.5 
30/05/2008  0      10.2   35.5   7 
31/05/2008  0      10.6   36     7.5 
01/06/2008  0      11.9   37     8.5 
02/06/2008  0      10.7   35.5   9 
03/06/2008  0      11.1   36.5   10.5 
04/06/2008  0      9.6    31.5   8.5 
05/06/2008  0      9.6    29.5   9 
06/06/2008  0      10.3   32     14 
07/06/2008  0      10.3   32.5   13.5 
08/06/2008  0      10.4   32.5   13 
09/06/2008  0      10.4   35.5   14 
10/06/2008  0      11.7   36.5   13.5 
11/06/2008  0      9.4    29.5   14.5 
12/06/2008  0      9.2    31     16 
13/06/2008  0      9.6    32.5   14.5 
14/06/2008  0      9.9    31.5   13.5 
15/06/2008  0      10.7   34     13.5 
16/06/2008  0      9.7    33.5   16 
17/06/2008  0      9.4    34.5   17 
18/06/2008  0     Nulo    37.5   15 
19/06/2008  0      11.1   36.5   14.5 
20/06/2008  0      11.1   36.5   14 
21/06/2008  11     8.3    35.5   14 
22/06/2008  12.5   7.7    33.5   14.5 
23/06/2008  14.6   7.9    33     13.5 
24/06/2008  1.6    9.1    32.5   14 
25/06/2008  0      9.5    32.5   15.5 
26/06/2008  12.4   7.5    32.5   12.5 
27/06/2008  0      10.1   32     12.5 
28/06/2008  0      10.1   33     14.5 
29/06/2008  3      9.1    35.5   16.5 
30/06/2008  0      8.6    31.5   16 
01/07/2008  7.2    9.7    33.5   15.5 
02/07/2008  9.4    7.1    30.5   16 
03/07/2008  18     6.8    28     16 
04/07/2008  25.5   6.8    28.5   16 
05/07/2008  0      8.3    29.5   16.5 
06/07/2008  1.1    0.9    32     16.5 
07/07/2008  5.5    7.1    28.5   18 
08/07/2008  4.7    7.4    27.5   17.5 
09/07/2008  36.8   6.3    25.5   17.5 
10/07/2008  5.1    3.2    26.5   16.5 
11/07/2008  0      3.2    28.5   16.5 
12/07/2008  7      4.8    28     16.5 
13/07/2008  0      4.3    29     15 
14/07/2008  0      5.1    30     15 
15/07/2008  0      5.6    29.5   16 
16/07/2008  0      6.4    32.5   17 
17/07/2008  0      6.8    31.5   14 
18/07/2008  2.8    5.7    27     13.5 
19/07/2008  0      6.3    26.5   17.5 
20/07/2008  0      6.2    28.5   16.5 
21/07/2008  5.5    5.9    29.5   14.5 
22/07/2008  1.6    6.1    30.5   17 
23/07/2008  49     3.7    28     16.5 
24/07/2008  0      3.8    29.5   15.5 
25/07/2008  0      5.5    29     15.5 
26/07/2008  2.5    1.1    22.5   16 
27/07/2008  7.5    1.4    28.5   15.5 
28/07/2008  0      3.6    28.5   16 
29/07/2008  0      3.2    30     16.5 
30/07/2008  0      3.2    30     15.5 
31/07/2008  2.2    4.3    31.5   16 
01/08/2008  20.5   3.8    31     14.5 
02/08/2008  11.2   3      27.5   15 
03/08/2008  12.5  Nulo    29.5   15 
04/08/2008  9.2    3.2    29.5   16 
05/08/2008  30.5   3.7    33     13.5 
06/08/2008  0      5.1    32.5   13 
07/08/2008  17.8  Nulo    28.5   13.5 
08/08/2008  12.3   1.6    26     16 
09/08/2008  4      1.8    27.5   16 
10/08/2008  2.8    2.4    27     16 
11/08/2008  10.8   2.9    29.5   15.5 
12/08/2008  17.5   2.8    29.5   16 
13/08/2008  35.8  Nulo    28.5   16.5 
14/08/2008  2.5   Nulo    27     15 
15/08/2008  6.6    1.9    28     16 
16/08/2008  1.2    2.9    27.5   16.5 
17/08/2008  17.4   1.5    26     16.5 
18/08/2008  0      2.9    28.5   16.5 
19/08/2008  0      3.8    31     16.5 
20/08/2008  21.4   2.8    31     15.5 
21/08/2008  17.5  Nulo    30     15.5 
22/08/2008  21    Nulo    27     15 
23/08/2008  1.5    3.4    26     15.5 
24/08/2008  25.5   1.6    26     16 
25/08/2008  2.6    1.4    23     15.5 
26/08/2008  1      1.9    25.5   15.5 
27/08/2008  0      3.5    26.5   16 
28/08/2008  7.5    2.7    26.5   16 
29/08/2008  0      3.3    28     15 
30/08/2008  0      3.5    28     15 
31/08/2008  0      4.2    28     14.5 
01/09/2008  4.3    3.1    28     15 
02/09/2008  0      3.2    29.5   14.5 
03/09/2008  0      5.4    30.5   14.5 
04/09/2008  0      6.1    31.5   13 
05/09/2008  0      6.9    32     12.5 
06/09/2008  4.7    5.8    31     14.5 
07/09/2008  0      4.1    31     15 
08/09/2008  4.6    3      29     14.5 
09/09/2008  0      2.5    26     16.5 
10/09/2008  53    Nulo    20     15 
11/09/2008  32    Nulo    19.5   16 
12/09/2008  0     Nulo    25.5   15 
13/09/2008  0     Nulo    30.5   14.5 
14/09/2008  2     Nulo    26     12 
15/09/2008  4     Nulo    31     14 
16/09/2008  5.7   Nulo    25.5   12 
17/09/2008  0      3.4    26     15.5 
18/09/2008  0      3.5    28     13.5 
19/09/2008  0      3.2    29     13.5 
20/09/2008  0      3.8    31     12 
21/09/2008  0      3.3    31     10.5 
22/09/2008  0      4.1    31.5   11 
23/09/2008  0      4.6    30     12.5 
24/09/2008  2      3.8    30.5   11 
25/09/2008  2      3.3    27.5   13 
26/09/2008  3      3.8    29     15 
27/09/2008  0      3.4    28     12 
28/09/2008  0      3.2    31.5   11.5 
29/09/2008  7.5    3.3    30.5   11 
30/09/2008  0      3.1    30.5   10 
01/10/2008  0      3.2    30     8.5 
02/10/2008  1      3.7    29     8.5 
03/10/2008  0      3.2    28     9.5 
04/10/2008  0      3.2    26.5   9 
05/10/2008  0      2.8    24     9 
06/10/2008  0      3.4    27.5   7 
07/10/2008  0      5.3    30.5   6.5 
08/10/2008  1      2.1    30.5   7.5 
09/10/2008  0      2.6    23.5   8 
10/10/2008  0      3.2    28.5   8 
11/10/2008  0      1.9    24.5   8.5 
12/10/2008  0      2.6    26     15.5 
13/10/2008  0      3.2    28.5   8.5 
14/10/2008  0      4.7    27.5   5.5 
15/10/2008  0      3.1    29.5   4 
16/10/2008  0      3.3    28.5   4.5 
17/10/2008  0      4.1    31     8 
18/10/2008  0      3.8    31.5   8.5 
19/10/2008  0      3.4    30     8 
20/10/2008  0      3.7    30     8.5 
21/10/2008  0      3.7    29.5   7 
22/10/2008  0      4.3    29.5   4.5 
23/10/2008  0      4.3    29.5   4.5 
24/10/2008  0      3.9    28.5   2.5 
25/10/2008  0      3.3    27.5   2.5 
26/10/2008  0      3.4    26.5   1.5 
27/10/2008  0      3.2    26     1.5 
28/10/2008  0      2.9    25     1 
29/10/2008  0      2.4    25.5   0.5 
30/10/2008  0      2.4    24     0 
31/10/2008  0      2.4    25    -0.5 
01/11/2008  0      2.8    25    -1.5 
02/11/2008  0      3.4    26     1 
03/11/2008  0      2.5    27.5  -0.5 
04/11/2008  0      3.5    25.5   1 
05/11/2008  0      2.8    24    -1 
06/11/2008  0      5.2    26    -1.5 
07/11/2008  0      4.9    25.5  -1 
08/11/2008  0      4.5    26.5  -1.5 
09/11/2008  0      3.9    25    -0.5 
10/11/2008  0      2.6    26    -1.5 
11/11/2008  0      3.5    25     0.5 
12/11/2008  0      2.2    24.5  -1 
13/11/2008  0      3.2    26.5  -1.5 
14/11/2008  0      3.7    27     0 
15/11/2008  0      2.4    24    -2 
16/11/2008  0      2.7    23.5  -3 
17/11/2008  0      2.7    22    -3 
18/11/2008  0      2.5    23    -2.5 
19/11/2008  0      3.3    27    -2.5 
20/11/2008  0      3      24    -1 
21/11/2008  0      4.3    28.5  -3.5 
22/11/2008  0      2.8    23    -1 
23/11/2008  0      2.2    22    -3 
24/11/2008  0      3.8    20.5  -3.5 
25/11/2008  0      2      21.5  -4 
26/11/2008  14     1.8    20     4 
27/11/2008  2      2.6    21     3.5 
28/11/2008  0      2.1    20.5   3 
29/11/2008  0      1.9    20    -4 
30/11/2008  0      2.3    19.5  -3.5 
01/12/2008  0      2      20    -4 
02/12/2008  0      2.6    22    -5 
03/12/2008  0      2.9    23.5  -4.5 
04/12/2008  0      2.6    22.5  -4 
05/12/2008  0      2.8    18.5  -3 
06/12/2008  0      2.4    21    -1 
07/12/2008  0      2.9    23.5  -1.5 
08/12/2008  0      2.5    20.5  -1.5 
09/12/2008  0      1.9    17    -5.5 
10/12/2008  0      2.5    19.5  -4.5 
11/12/2008  0      2.7    25.5  -4 
12/12/2008  0      2.4    23    -3 
13/12/2008  0      1.4    17    -1.5 
14/12/2008  0      2.1    18     3 
15/12/2008  0      2.9    20.5   6 
16/12/2008  0      2.5    19.5   0 
17/12/2008  2.5    1.1    16.5   1 
18/12/2008  0      1.3    18.5   5 
19/12/2008  0      2.2    20     0.5 
20/12/2008  0      2.4    24     2 
21/12/2008  0      2.3    25     0.5 
22/12/2008  0      2.3    21    -4 
23/12/2008  0      1.7    17.5  -3 
24/12/2008  0      1.5    20     5 
25/12/2008  0      1.6    19.5   3 
26/12/2008  0      0.8    17     4.5 
27/12/2008  0      2.3    17.5   1.5 
28/12/2008  0     Nulo    23    -3 
29/12/2008  0      2.1    25    -5.5 
30/12/2008  0      1.8    24.5  -4.5 
31/12/2008  0      2.2    24.5  -2.5 
01/01/2009  0      1.6    21.5  -2 
02/01/2009  0      1      21.5  -0.5 
03/01/2009  0      1.3    19.5   1.5 
04/01/2009  0      2.9    17.5  -2 
05/01/2009  0      1.4    15.5  -2 
06/01/2009  0      0.8    17    -5 
07/01/2009  0      2.6    24    -6.5 
08/01/2009  0      1.2    27    -5.5 
09/01/2009  0      2.8    22.5  -5 
10/01/2009  0     Nulo    23.5  -3.5 
11/01/2009  0      3.4    26    -8.5 
12/01/2009  0      2.7    26.5  -7 
13/01/2009  0      2.8    25    -6.5 
14/01/2009  0      3.4    26    -6 
15/01/2009  0      3.7    24.5  -6 
16/01/2009  0      2.5    26    -5 
17/01/2009  0      2.7    22.5  -3 
18/01/2009  0      2.9    24.5  -2 
19/01/2009  0      0.8    24.5  -2 
20/01/2009  0      1.5    20.5   8 
21/01/2009  0      2.9    26     7 
22/01/2009  8.5    1.3    20.5   8.5 
23/01/2009  0      1.1    19.5   8.5 
24/01/2009  0      3.5    23.5   5.5 
25/01/2009  0      3.8    26.5  -0.5 
26/01/2009  4.2    1.3    14    -0.5 
27/01/2009  0      2.4    15     5.5 
28/01/2009  0      2.6    20.5  -1.5 
29/01/2009  0      3.7    22.5  -3.5 
30/01/2009  0     Nulo    23.5  -3 
31/01/2009  0      2.4    21.5  -2 
01/02/2009  0      2.7    21.5  -1.5 
02/02/2009  0     Nulo    24    -3.5 
03/02/2009  0      2.5    27    -6.5 
04/02/2009  0      3.3    25.5  -6 
05/02/2009  0      3.3    26.5  -4.5 
06/02/2009  0      4.9    26    -2 
07/02/2009  1.2    2      23    -2 
08/02/2009  9.5   Nulo    11    -1.5 
09/02/2009  0      1.4    15    -4.5 
10/02/2009  0      2.7    13    -3.5 
11/02/2009  0      3.5    19.5  -7 
12/02/2009  0      3.3    20    -6 
13/02/2009  0      2.6    21    -0.5 
14/02/2009  0      3.1    21.5  -4.5 
15/02/2009  0      4.3    21.5  -5 
16/02/2009  0      3.9    21    -4.5 
17/02/2009  0      3.4    20     5.5 
18/02/2009  0      4.3    23.5  -2.5 
19/02/2009  0      3.7    21.5  -4.5 
20/02/2009  0      4.4    25.5  -4.5 
21/02/2009  0      4.3    28    -3.5 
22/02/2009  0      5.9    30.5  -3 
23/02/2009  0      4.9    31.5  -1 
24/02/2009  0      4.2    32     2 
25/02/2009  0      5.6    31     2 
26/02/2009  0      4.1    29     2 
27/02/2009  0      3.7    27.5   2.5 
28/02/2009  0      5.8    33.5   1.5 
01/03/2009  0      6.3    34.5  -0.5 
02/03/2009  0      5.5    31    -0.5 
03/03/2009  0      5.3    30.5   1 
04/03/2009  0      5.1    29.5   1.5 
05/03/2009  0      5.7    27     2 
06/03/2009  0      4.4    25.5   3 
07/03/2009  3.2    1.9    21.5   4 
08/03/2009  0     Nulo    19     5.5 
09/03/2009  13.3   1.1    19.5   5 
10/03/2009  0      1.9    17     5.5 
11/03/2009  0      2.2    21.5   4.5 
12/03/2009  0      3.3    21    -0.5 
13/03/2009  0      3.3    20.5   0.5 
14/03/2009  0      2.2    18.5  -2 
15/03/2009  0      3.2    22.5  -3 
16/03/2009  0      3.3    27    -3 
17/03/2009  0      5.8    29.5  -1.5 
18/03/2009  0      5.2    29.5  -0.5 
19/03/2009  0      5.8    30     1 
20/03/2009  0      6.1    31     3 
21/03/2009  0      5.8    28.5   4 
22/03/2009  0      5.8    28     2 
23/03/2009  0      4.7    27     3 
24/03/2009  0      4.5    25.5  -0.5 
25/03/2009  0      4.3    25.5   0.5 
26/03/2009  0      5.9    22    -1.5 
27/03/2009  0      4.9    21.5  -0.5 
28/03/2009  0      5.2    25     0.5 
29/03/2009  0      6.9    23.5   0.5 
30/03/2009  0      3.4    21     0.5 
31/03/2009  0      4.2    24.5   3.5 
01/04/2009  0      4.6    21.5   2 
02/04/2009  0      5.1    25.5   1 
03/04/2009  0      5.8    24     2 
04/04/2009  0      6.7    23.5   4 
05/04/2009  0      6.6    26     4 
06/04/2009  0      6.5    28     7 
07/04/2009  0      7.7    29.5   3 
08/04/2009  0      7.9    27.5   4.5 
09/04/2009  0      6.1    26     6.5 
10/04/2009  0      6.8    24     8.5 
11/04/2009  0      5.9    18.5   9.5 
12/04/2009  0      6.5    24    -1.5 
13/04/2009  0      7.4    28    -1 
14/04/2009  0      7.4    25.5  -0.5 
15/04/2009  0      5.2    23.5   5.5 
16/04/2009  0      5.3    21.5   5.5 
17/04/2009  0      6.7    24    -2.5 
18/04/2009  0      7.9    29    -3 
19/04/2009  0      9.5    32    -3 
20/04/2009  0      10     33    -1 
21/04/2009  0      9.2    32.5   2 
22/04/2009  0      8.8    29.5   3.5 
23/04/2009  0      8.1    28     3.5 
24/04/2009  0      8.6    28.5   2.5 
25/04/2009  0      8.8    29     2.5 
26/04/2009  0      8.8    26.5   3.5 
27/04/2009  0      9.1    30.5   2 
28/04/2009  0      8.2    29.5   6 
29/04/2009  0      9.4    30.5   3.5 
30/04/2009  0      8.9    32.5   4 
01/05/2009  0      8.6    31.5   4.5 
02/05/2009  0      8.8    30.5   5 
03/05/2009  0      9.4    32.5   7 
04/05/2009  0      8.8    32     8 
05/05/2009  0      8.9    31     8 
06/05/2009  0      9.4    32.5   7.5 
07/05/2009  0      9.5    34.5   6.5 
08/05/2009  0      9.5    34.5   8 
09/05/2009  0      9.1    34     8 
10/05/2009  0      9.6    33.5   6.5 
11/05/2009  0      9.7    33.5   6.5 
12/05/2009  0      9.5    33     8.5 
13/05/2009  0      9.9    32     7.5 
14/05/2009  0      10.3   33     9 
15/05/2009  0      10.5   32.5   8.5 
16/05/2009  0      10.8   34.5   6.5 
17/05/2009  0      10.7   34.5   8 
18/05/2009  0      9.5    31.5   9.5 
19/05/2009  8      8.6    28.5   10 
20/05/2009  2.1    4.2    25.5   10.5 
21/05/2009  0      6.3    27     13 
22/05/2009  0      7.3    28     7 
23/05/2009  0      8.6    29     7.5 
24/05/2009  0      8.4    29.5   7 
25/05/2009  0      9.8    30     8 
26/05/2009  0      8.3    29.5   7 
27/05/2009  0      9.5    29.5   6.5 
28/05/2009  0      9.8    30.5   7 
29/05/2009  0      9.7    32.5   8.5 
30/05/2009  0      10.5   32.5   7.5 
31/05/2009  0      9.6    31.5   7.5 
01/06/2009  0      9.7    31.5   6.5 
02/06/2009  0      10.7   34     7 
03/06/2009  0      10.9   36     7.5 
04/06/2009  0      9.9    34.5   9 
05/06/2009  0      9.7    34     14 
06/06/2009  0      9.1    32.5   12 
07/06/2009  0      8.5    32     9 
08/06/2009  0      10.3   32.5   9 
09/06/2009  0      10.1   33     9.5 
10/06/2009  0      8.3    30.5   10.5 
11/06/2009  0      8.9    31.5   10 
12/06/2009  0      10.7   33.5   11 
13/06/2009  0      11.5   35.5   11 
14/06/2009  0      10.1   33.5   10.5 
15/06/2009  0      10.6   33.5   12.5 
16/06/2009  0      10.7   34     11.5 
17/06/2009  0      10.1   33.5   12 
18/06/2009  10.3   8.4    30.5   14 
19/06/2009  1      7.1    28.5   15 
20/06/2009  0      6      26.5   12 
21/06/2009  0      9.2    31     11.5 
22/06/2009  0      10.2   33.5   12 
23/06/2009  1      8.5    32.5   13 
24/06/2009  3.9    8.7    32     12.5 
25/06/2009  23.5   8      32     15 
26/06/2009  29.5  Nulo    29.5   16 
27/06/2009  6.2   Nulo    29     17 
28/06/2009  16.8   7.9    31.5   17 
29/06/2009  3.2    3.8    27.5   15.5 
30/06/2009  0      4      26.5   15.5 
01/07/2009  6.3    4.2    30.5   15.5 
02/07/2009  23.5   3.8    30.5   15.5 
03/07/2009  8.2    3.9    29.5   16 
04/07/2009  0      4.4    30     16.5 
05/07/2009  40.3  Nulo    29.5   17.5 
06/07/2009  21.6  Nulo    27.5   16 
07/07/2009  3.5    4.1    27     17.5 
08/07/2009  9.3    3.9    31.5   15.5 
09/07/2009  11.9   3.8    32     16.5 
10/07/2009  1.5    3.4    32     16 
11/07/2009  0      3.2    32.5   15.5 
12/07/2009  0      3.6    29.5   15 
13/07/2009  30.8   8.6    32.5   17.5 
14/07/2009  1.8    4.2    30.5   16 
15/07/2009  4.5    5.2    31.5   18 
16/07/2009  3.8    5.1    29.5   17 
17/07/2009  0      5.2    32.5   16.5 
18/07/2009  0      5.6    34.5   16 
19/07/2009  8.8    4.6    34.5   15.5 
20/07/2009  13     5.1    30.5   16 
21/07/2009  0      6      30.5   16 
22/07/2009  11     5.6    30.5   17.5 
23/07/2009  0      4.8    29.5   17.5 
24/07/2009  9.8    4.1    30.5   16 
25/07/2009  0      5.3    32     17 
26/07/2009  0      6.4    34.5   17 
27/07/2009  4.3    5.6    35.5   17.5 
28/07/2009  0      3.2    29     17.5 
29/07/2009  0      4.7    28     18 
30/07/2009  0      0.4    28.5   16 
31/07/2009  43.8   8.9    32.5   17 
01/08/2009  19    Nulo    30.5   16 
02/08/2009  14.1  Nulo    30     17 
03/08/2009  0      4.9    31     16 
04/08/2009  0      6.5    32     16.5 
05/08/2009  17     4.7    32.5   16.5 
06/08/2009  0      5.9    32.5   16 
07/08/2009  25     3.4    32     16 
08/08/2009  3.7    4.4    29.5   15 
09/08/2009  1.5    4.9    29.5   15 
10/08/2009  0      5.2    30.5   17 
11/08/2009  10.2   5.5    30.5   16.5 
12/08/2009  0      3.3    28     16.5 
13/08/2009  0      3.8    29     15.5 
14/08/2009  0      3.9    29     14 
15/08/2009  0      4.2    30.5   13.5 
16/08/2009  0      6.4    31.5   13.5 
17/08/2009  22.2   4.5    32.5   15.5 
18/08/2009  9.2    3.8    29     14 
19/08/2009  0      4.7    28.5   14 
20/08/2009  4.7    3.9    29     15 
21/08/2009  1      3.6    29     16.5 
22/08/2009  30.5  Nulo    27.5   15.5 
23/08/2009  6     Nulo    29.5   15 
24/08/2009  3      3.5    28.5   15 
25/08/2009  0      4.5    30.5   16 
26/08/2009  34.8   4.2    32.5   14 
27/08/2009  21.2  Nulo    33     14.5 
28/08/2009  0      5.5    33     14.5 
29/08/2009  0      4.2    31.5   11.5 
30/08/2009  0      4.7    31.5   11.5 
31/08/2009  32     3.5    29.5   12 
01/09/2009  2      2.8    23.5   11.5 
02/09/2009  0      3.3    38.5   16 
03/09/2009  0      2.7    22.5   17.5 
04/09/2009  0      3.8    26.5   15 
05/09/2009  45.5  Nulo    28     14.5 
06/09/2009  0      3.8    29.5   14 
07/09/2009  0      3.8    29.5   13 
08/09/2009  4.5    3.6    26.5   14 
09/09/2009  0      3.8    28     12.5 
10/09/2009  0      4.1    31     13 
11/09/2009  10.9   2.7    32     14 
12/09/2009  2.8    3.6    27.5   12 
13/09/2009  0      4.4    29.5   16.5 
14/09/2009  0      4.5    29.5   12.5 
15/09/2009  0      5.4    29.5   12.5 
16/09/2009  0      5.1    30.5   13.5 
17/09/2009  0      3.2    32     17.5 
18/09/2009  59     3.4    29     13 
19/09/2009  0      4.2    29.5   12 
20/09/2009  0      3.5    29     12 
21/09/2009  0      3.5    30.5   11.5 
22/09/2009  0      4.5    32     11 
23/09/2009  0      3.8    30.5   11 
24/09/2009  0      5.1    31     9.5 
25/09/2009  0      4.1    31.5   8.5 
26/09/2009  0      5.5    33     8.5 
27/09/2009  0      4.6    34     8.5 
28/09/2009  0      5.6    34     8.5 
29/09/2009  0      4.9    33.5   9.5 
30/09/2009  0      3.1    29.5   10.5 
01/10/2009  0      1.3    24     16.5 
02/10/2009  9.5    2      25.5   16.5 
03/10/2009  22.5   1.4    20.5   15.5 
04/10/2009  74.5  Nulo    19.5   15.5 
05/10/2009  1     Nulo    24.5   17 
06/10/2009  0      2.2    26     14 
07/10/2009  0      2.8    25.5   15 
08/10/2009  0      2.9    22     14.5 
09/10/2009  0      3.8    28.5   6 
10/10/2009  0      2.3    27     11.5 
11/10/2009  70.5  Nulo    22.5   6.5 
12/10/2009  44    Nulo    19.5   10.5 
13/10/2009  2.5   Nulo    21     16 
14/10/2009  0      2.5    29.5   12 
15/10/2009  0      2.9    29.5   12 
16/10/2009  0      3.7    31.5   8 
17/10/2009  4.8    3.7    30.5   7 
18/10/2009  0      3.9    29.5   11 
19/10/2009  0      4.2    28     10.5 
20/10/2009  5.5    2.3    25     12 
21/10/2009  0      3.5    23.5   9.5 
22/10/2009  0      3.2    22.5   6 
23/10/2009  0      3.5    25.5   4 
24/10/2009  0      3.5    25.5   4.5 
25/10/2009  0      2.1    25.5   4.5 
26/10/2009  0      2.6    26     4 
27/10/2009  0      4.9    23.5   2 
28/10/2009  2.5    2.8    18.5   2 
29/10/2009  0      2.2    14.5   2 
30/10/2009  0      2.7    21.5  -4.5 
31/10/2009  0      2.1    21    -4 
01/11/2009  0      2.8    26.5  -0.5 
02/11/2009  0      3.5    29.5  -2 
03/11/2009  0      3.5    29.5   2.5 
04/11/2009  0      3.4    31     2.5 
05/11/2009  0      3.7    29     2.5 
06/11/2009  0      3.1    27.5   2 
07/11/2009  0      2.4    23     2 
08/11/2009  0      3.5    25.5   2 
09/11/2009  0      3.3    27.5   1.5 
10/11/2009  0      2.1    27     2.5 
11/11/2009  0      3.9    27.5   3 
12/11/2009  0      2.8    26     3 
13/11/2009  0      2.9    21.5   4.5 
14/11/2009  0      2.9    18.5   6.5 
15/11/2009  0      3.3    23.5   6.5 
16/11/2009  0      3.8    25     1.5 
17/11/2009  0      3.5    25.5  -0.5 
18/11/2009  0      2.6    21    -0.5 
19/11/2009  0      2.3    20.5   1.5 
20/11/2009  0      2.8    23.5  -1 
21/11/2009  0      2.9    23    -1.5 
22/11/2009  0      2.8    23.5  -1.5 
